userId,churn,gender_num,level_num,iOS,Linux,Mac,Windows,AZ,SC,GA-AL,LA,MN,RI-MA,MA-CT,NJ,IL-MO,MN-WI,OR,PA-NJ,SC-NC,MD-WV,VA,NY-NJ-PA,KY,NH,MI,NV,WI,CA,CT,MT,NC,MD,NE-IA,IL,ND-MN,ME,WA,MS,AL,IN,AR-OK,OH,TN,NM,PA,SD,DC-VA-MD-WV,NY,MO-KS,KY-IN,PA-NJ-DE-MD,TX,VA-NC,GA,IL-IN-WI,OH-KY-IN,KS,MO-IL,FL,CO,AK,MA-NH,OK,TN-MS-AR,TN-VA,UT,NC-SC,IA-IL-MO,IA,WV,ID,VT,OR-WA,AR,UT-ID,HI,About,Add Friend,Add to Playlist,Downgrade,Error,Help,Home,Logout,NextSong,Roll Advert,Save Settings,Settings,Submit Downgrade,Submit Upgrade,Thumbs Down,Thumbs Up,Upgrade,num_artist,mean_duration,std_duration,num_sessions,subscription_age
100006,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.0,0.26666666666666666,3.2,0.8,78.66666666666666,9.866666666666667,0.0,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.8,3.733333333333334,0.26666666666666666,262,3.932944444444445,2.9173195935843417,5,65.4846875
100006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26666666666666666,0.26666666666666666,0.5333333333333333,0.26666666666666666,0.0,0.26666666666666666,3.2,0.8,78.66666666666666,9.866666666666667,0.0,0.5333333333333333,0.26666666666666666,0.26666666666666666,0.8,3.733333333333334,0.26666666666666666,262,3.932944444444445,2.9173195935843417,5,65.4846875
100007,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.9505703422053232,2.5665399239543727,1.7110266159695817,0.28517110266159695,0.09505703422053231,3.9923954372623576,1.2357414448669202,81.08365019011407,2.9467680608365017,0.0,0.38022813688212925,0.09505703422053231,0.09505703422053231,0.5703422053231939,3.802281368821293,0.19011406844106463,681,4.815023148148149,3.4620991858153496,12,115.28475694444444
100007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.9505703422053232,2.5665399239543727,1.7110266159695817,0.28517110266159695,0.09505703422053231,3.9923954372623576,1.2357414448669202,81.08365019011407,2.9467680608365017,0.0,0.38022813688212925,0.09505703422053231,0.09505703422053231,0.5703422053231939,3.802281368821293,0.19011406844106463,681,4.815023148148149,3.4620991858153496,12,115.28475694444444
100008,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4319654427645789,2.159827213822894,2.375809935205184,1.079913606911447,0.0,0.21598272138228944,3.2397408207343417,1.079913606911447,83.36933045356372,0.6479481641468683,0.0,0.21598272138228944,0.0,0.0,1.079913606911447,4.103671706263499,0.0,337,4.371574074074075,1.6028777040549222,6,71.55247685185185
100009,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13391362571141616,1.4060930699698695,2.3100100435219284,0.7365249414127887,0.1004352192835621,0.4686976899899564,3.8834951456310676,1.2721794442584533,80.74991630398392,3.515232674924674,0.13391362571141616,0.36826247070639434,0.03347840642785404,0.06695681285570808,0.8704385671242049,3.7161031134917977,0.2343488449949782,1544,6.7155,6.49309543164622,25,69.81528935185185
100009,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13391362571141616,1.4060930699698695,2.3100100435219284,0.7365249414127887,0.1004352192835621,0.4686976899899564,3.8834951456310676,1.2721794442584533,80.74991630398392,3.515232674924674,0.13391362571141616,0.36826247070639434,0.03347840642785404,0.06695681285570808,0.8704385671242049,3.7161031134917977,0.2343488449949782,1544,6.7155,6.49309543164622,25,69.81528935185185
100010,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.2222222222222223,0.7407407407407408,0.0,0.0,0.0,2.2222222222222223,0.7407407407407408,71.11111111111111,16.296296296296298,0.0,0.0,0.0,0.0,2.2222222222222223,2.9629629629629632,1.4814814814814816,95,3.5062499999999996,0.2873603391321997,2,14.328449074074074
100011,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15372790161414296,1.8447348193697155,1.8447348193697155,1.0760953112990008,0.0,0.9223674096848578,5.226748654880861,1.921598770176787,78.47809377401998,3.2282859338970025,0.07686395080707148,0.6917755572636434,0.15372790161414296,0.23059185242121444,1.3066871637202153,2.536510376633359,0.3074558032282859,770,3.4820972222222224,3.8397844632812155,20,56.353171296296296
100011,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15372790161414296,1.8447348193697155,1.8447348193697155,1.0760953112990008,0.0,0.9223674096848578,5.226748654880861,1.921598770176787,78.47809377401998,3.2282859338970025,0.07686395080707148,0.6917755572636434,0.15372790161414296,0.23059185242121444,1.3066871637202153,2.536510376633359,0.3074558032282859,770,3.4820972222222224,3.8397844632812155,20,56.353171296296296
100012,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8181818181818181,3.0303030303030303,0.0,0.0,0.6060606060606061,6.666666666666667,1.8181818181818181,67.87878787878789,14.545454545454545,0.0,0.6060606060606061,0.0,0.0,1.2121212121212122,0.6060606060606061,1.2121212121212122,110,1.204675925925926,1.26479497944156,6,47.84486111111111
100013,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,8.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,21,1.2569444444444444,0.0,1,13.192337962962963
100014,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7425742574257426,2.722772277227723,2.2277227722772275,0.0,0.49504950495049505,4.455445544554455,1.4851485148514851,82.17821782178217,0.7425742574257426,0.0,0.7425742574257426,0.0,0.0,0.7425742574257426,3.4653465346534658,0.0,293,5.81625,5.299666212119075,4,54.56497685185185
100015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1890359168241966,2.0793950850661624,2.4574669187145557,0.0,0.1890359168241966,0.7561436672967864,2.835538752362949,1.3232514177693762,72.0226843100189,12.098298676748582,0.0,0.7561436672967864,0.0,0.0,1.1342155009451798,3.5916824196597354,0.5671077504725899,347,2.114679487179487,2.5176556771366165,13,74.22753472222222
100016,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0101010101010102,3.0303030303030303,1.5151515151515151,0.0,0.0,3.0303030303030303,1.0101010101010102,82.32323232323232,3.0303030303030303,0.0,0.0,0.0,0.5050505050505051,0.0,4.040404040404041,0.5050505050505051,151,1.893888888888889,2.1556919272440545,6,40.09747685185185
100016,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0101010101010102,3.0303030303030303,1.5151515151515151,0.0,0.0,3.0303030303030303,1.0101010101010102,82.32323232323232,3.0303030303030303,0.0,0.0,0.0,0.5050505050505051,0.0,4.040404040404041,0.5050505050505051,151,1.893888888888889,2.1556919272440545,6,40.09747685185185
100017,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.7045454545454544,0.5681818181818182,0.0,0.0,0.0,3.4090909090909087,0.5681818181818182,72.1590909090909,13.636363636363635,0.0,0.0,0.0,0.0,1.7045454545454544,5.113636363636364,1.1363636363636365,125,4.506805555555555,2.4027881261819544,2,102.66194444444444
100018,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5988023952095809,0.5988023952095809,0.0,0.0,0.0,4.191616766467066,2.9940119760479043,74.25149700598801,10.179640718562874,0.0,0.0,0.0,0.0,0.5988023952095809,4.790419161676647,1.7964071856287425,118,4.310277777777777,1.052410592665978,2,59.67831018518518
100019,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.6755852842809364,2.0066889632107023,0.0,0.0,0.6688963210702341,5.351170568561873,2.6755852842809364,67.22408026755853,13.043478260869565,0.0,0.33444816053511706,0.0,0.0,1.0033444816053512,3.678929765886288,1.3377926421404682,188,2.2916666666666665,1.1859382387682926,6,84.2137962962963
100020,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7633587786259541,0.7633587786259541,2.2900763358778624,0.0,0.0,0.0,6.106870229007633,1.5267175572519083,73.2824427480916,10.687022900763358,0.0,0.0,0.0,0.0,1.5267175572519083,3.0534351145038165,0.0,96,6.324861111111111,3.657902662788076,2,89.14050925925926
100021,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.873536299765808,1.639344262295082,1.5222482435597189,0.0,0.234192037470726,3.864168618266979,1.1709601873536302,79.97658079625293,3.9812646370023423,0.0,0.468384074941452,0.234192037470726,0.351288056206089,0.936768149882904,3.278688524590164,0.468384074941452,582,5.3916666666666675,6.91433616193089,9,63.54510416666667
100021,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.873536299765808,1.639344262295082,1.5222482435597189,0.0,0.234192037470726,3.864168618266979,1.1709601873536302,79.97658079625293,3.9812646370023423,0.0,0.468384074941452,0.234192037470726,0.351288056206089,0.936768149882904,3.278688524590164,0.468384074941452,582,5.3916666666666675,6.91433616193089,9,63.54510416666667
100022,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2271694684234439,0.9086778736937756,2.3171285779191275,1.226715129486597,0.13630168105406634,0.4543389368468878,3.7255792821444795,1.0904134484325307,83.28032712403453,1.9990913221263062,0.045433893684688774,0.3634711494775102,0.09086778736937755,0.13630168105406634,0.817810086324398,3.044070876874148,0.13630168105406634,1238,4.981844444444444,4.938908187792983,25,65.95412037037038
100022,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2271694684234439,0.9086778736937756,2.3171285779191275,1.226715129486597,0.13630168105406634,0.4543389368468878,3.7255792821444795,1.0904134484325307,83.28032712403453,1.9990913221263062,0.045433893684688774,0.3634711494775102,0.09086778736937755,0.13630168105406634,0.817810086324398,3.044070876874148,0.13630168105406634,1238,4.981844444444444,4.938908187792983,25,65.95412037037038
100023,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1627906976744187,1.744186046511628,1.1627906976744187,0.5813953488372093,0.0,0.5813953488372093,2.3255813953488373,0.5813953488372093,82.55813953488372,4.651162790697675,0.0,1.1627906976744187,0.0,0.5813953488372093,0.0,2.3255813953488373,0.5813953488372093,136,4.850555555555555,1.6746645601101402,2,24.514293981481483
100023,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1627906976744187,1.744186046511628,1.1627906976744187,0.5813953488372093,0.0,0.5813953488372093,2.3255813953488373,0.5813953488372093,82.55813953488372,4.651162790697675,0.0,1.1627906976744187,0.0,0.5813953488372093,0.0,2.3255813953488373,0.5813953488372093,136,4.850555555555555,1.6746645601101402,2,24.514293981481483
100024,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09242144177449169,0.9242144177449169,2.310536044362292,0.9242144177449169,0.09242144177449169,0.18484288354898337,3.512014787430684,0.9242144177449169,81.60813308687615,2.957486136783734,0.27726432532347506,0.5545286506469501,0.09242144177449169,0.18484288354898337,0.9242144177449169,4.251386321626617,0.18484288354898337,699,4.567927350427349,3.9419641664271095,13,67.1823611111111
100024,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09242144177449169,0.9242144177449169,2.310536044362292,0.9242144177449169,0.09242144177449169,0.18484288354898337,3.512014787430684,0.9242144177449169,81.60813308687615,2.957486136783734,0.27726432532347506,0.5545286506469501,0.09242144177449169,0.18484288354898337,0.9242144177449169,4.251386321626617,0.18484288354898337,699,4.567927350427349,3.9419641664271095,13,67.1823611111111
100025,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11098779134295228,1.2208657047724751,1.9977802441731412,1.2208657047724751,0.0,0.11098779134295228,3.218645948945616,0.8879023307436182,84.79467258601554,0.776914539400666,0.11098779134295228,0.11098779134295228,0.11098779134295228,0.0,0.9988901220865706,4.217536071032186,0.11098779134295228,613,3.7798412698412704,4.987991908582463,14,102.8154050925926
100025,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11098779134295228,1.2208657047724751,1.9977802441731412,1.2208657047724751,0.0,0.11098779134295228,3.218645948945616,0.8879023307436182,84.79467258601554,0.776914539400666,0.11098779134295228,0.11098779134295228,0.11098779134295228,0.0,0.9988901220865706,4.217536071032186,0.11098779134295228,613,3.7798412698412704,4.987991908582463,14,102.8154050925926
100026,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3824091778202677,1.7208413001912046,1.7208413001912046,1.5296367112810707,0.0,0.5736137667304015,4.97131931166348,1.338432122370937,77.62906309751433,2.48565965583174,0.5736137667304015,1.338432122370937,0.3824091778202677,0.3824091778202677,0.19120458891013384,4.2065009560229445,0.5736137667304015,355,3.333368055555555,2.71209843067174,8,231.85443287037037
